OrderID,CustomerID,ProductName,Brand,Raw_Weight,Country,OrderDate,UnitPrice,Month,Year
REC-538199,11573,Scottish Rough Oatcakes,Tesco,Subjective,United Kingdom,2024-03-18,19.15,March,2024
REC-896748,11080,Gaufre de Liège - Perles de sucre,Lotus,315 g,Belgium,2024-10-15,6.77,October,2024
REC-801387,10403,L'Original noir,Ct dOr Mondelez,300 g (3 * 100 g e,France,2024-10-07,16.31,October,2024
REC-157258,12355,Apple & Raisin Oat Bar,Deliciously Ella,50g,France,2024-11-03,14.36,November,2024
REC-210063,8108,Prince petit dej,Lu,300 g,Belgium,2025-01-04,20.57,January,2025
REC-437082,8232,Arôme vanille,Notknown,200ml,France,2025-02-27,14.79,February,2025
REC-841779,12779,Special K High Protein,Notknown,112g,Belgium,2025-12-12,1.4,December,2025
REC-441261,7112,Pringles Cașcaval,Pringles,165g,Hungary,2024-08-13,12.33,August,2024
REC-873432,8125,Bournville Dark Chocolate bar,Cadbury,180 g,France,2024-12-25,21.58,December,2024
REC-113841,10648,Sweet Chilli Rice Crackers,the Snack organisation,Subjective,France,2026-02-01,20.37,February,2026
REC-364828,8806,Chocolate Orange Milk,Terrys,Subjective,United Kingdom,2024-08-27,11.83,August,2024
REC-530966,8152,Doo Wap pépites choco,Harrys,320 g,France,2024-08-21,19.06,August,2024
REC-545232,10025,McVitie's Rich Tea The Light One (Delights,McVities,300g,United Kingdom,2025-05-30,20.02,May,2025
REC-790841,11019,LOTUS BISCOFF Speculoos Fourré - Crème Speculoos - 150g,Lotus,150 g,Australia,2025-03-21,11.31,March,2025
REC-995899,7738,Cake fourré saveur fraise,Notknown,6,France,2024-07-31,18.01,July,2024
REC-764286,6219,Galettes Bretonnes Pur Beurre,Notknown,250 g (2 * 125 g,France,2025-10-26,16.56,October,2025
REC-135793,5182,Sticks et Bretzels d'Alsace,Dr OetkerAncel,137 g,France,2025-12-26,16.9,December,2025
REC-455654,5649,Lindt Excellence Milk Chocolate 100g,Lindt,100 g,Australia,2024-02-20,15.11,February,2024
REC-915893,9141,moelleux pépites de chocolat,Gerbl,196g,France,2025-07-14,19.43,July,2025
REC-279494,5298,Madeleines moelleuses nature x 24 sachets de 25 g,Ker Cadlac,Subjective,France,2025-12-19,1.69,December,2025
REC-605981,13347,"Grany moelleux, fruit des bois",Lu Mondelez,"192 g ℮, 6 biscuits en sachet individuel",Belgium,2025-01-18,15.76,January,2025
REC-965000,9706,Baked Pretzels Original Sea Salted,Penn State,175 g,France,2025-01-06,3.45,January,2025
REC-289005,5062,Pom-Bear Original 6pk,PomBear,6X13g,United Kingdom,2024-05-22,7.25,May,2024
REC-158100,13976,Chips saveur Pesto Mozzarella,Brets,Subjective,France,2025-12-24,13.4,December,2025
REC-751061,10543,Rice Crackers Finement Salé promotion,Notknown,85 g,Belgium,2025-07-05,13.2,July,2025
REC-315652,10902,Bounty 2x,Mars,"2 x 28,5 g",Belgium,2024-07-16,17.33,July,2024
REC-824782,5746,Bear Pure Fruit Yoyos Strawberry 20G,Bear,20g,Czech Republic,2024-08-28,9.97,August,2024
REC-116038,10484,Walkers Supreme Prawn Cocktail,Walkers,25g,United Kingdom,2025-02-27,21.02,February,2025
REC-797759,7004,Oreo Double Creme,MondelezOreo,157g,Austria,2024-09-25,17.03,September,2024
REC-475248,6779,Trancetto Cacao,Balconi,Subjective,France,2025-03-20,24.59,March,2025
REC-807924,14662,Chocolat noir dégustation 85% cacao bio,Bio VillageMarque Repre,Subjective,France,2025-10-19,16.28,October,2025
REC-110224,13568,Ferrero Rocher,Ferrero,100g,France,2025-01-13,3.25,January,2025
REC-189159,13071,RASPBERRY WHOLEGRAIN OAT BARS,stoats,4 x 42 g,United Kingdom,2024-04-22,8.56,April,2024
REC-236609,13448,Noir 70,Biocoop,Subjective,France,2025-04-20,17.67,April,2025
REC-120920,11933,Knusper Schnitte,Sondey,10 x 25 g,France,2025-04-24,4.09,April,2025
REC-342844,14577,Biscuit chocolat noir,Gerbl,150 g,France,2025-05-31,19.49,May,2025
REC-846346,8714,Fourrés vanille bio,Bjorg,225g,France,2024-09-01,2.67,September,2024
REC-249351,5221,Haïti Grand cru Cap haïtien 72% cacaoté et fruité,thiquable,100 g e,France,2024-09-09,1.84,September,2024
REC-599185,8373,Gran Cereale Frutta,Barilla Mulino Bianco,250 gr.,Greece,2024-10-04,20.6,October,2024
REC-430647,14678,Shortbread fingers,Belmont Biscuits,Subjective,United Kingdom,2025-08-19,22.74,August,2025
REC-533938,13168,Briochettes,Pasquier,480 g,France,2024-04-19,18.9,April,2024
REC-859930,9693,Ugandan dark chocolate,Asda,100 g,United Kingdom,2024-12-12,10.2,December,2024
REC-938747,11561,chocolat noir aux pépites,Carlotti,100 g,Morocco,2025-10-03,2.38,October,2025
REC-570792,11474,Peanuts roasted & salted,Alesto,500 g,Belgium,2026-01-25,8.84,January,2026
REC-936955,5470,Cigar,henrys,Subjective,France,2025-10-26,6.6,October,2025
REC-695435,13986,Cracotte fibres,LU,250 g,France,2025-07-20,16.86,July,2025
REC-761163,6268,Cuor di cereale cioccolato,Gulln,280g,France,2025-06-06,21.57,June,2025
REC-160620,11740,Corn Smoked BBQ Crunchy Corn,Love Corn,115g,Spain,2024-09-25,18.25,September,2024
REC-671417,11925,Brunch bar choc chip,Cadbury,5 Bars,United Kingdom,2024-02-11,3.91,February,2024
REC-982031,10416,All Butter Scottish Shortbread Fingers,Marks  Spencer,210g,France,2025-01-14,15.64,January,2025
REC-113541,9705,Taboule oriental 300g,Bonduelle,300 g,France,2025-05-06,22.16,May,2025
REC-842371,13428,Brossard le cake à l'anglaise,Notknown,400 g,France,2025-06-16,10.57,June,2025
REC-181325,8461,brioche tressée à la main,Notknown,630 g e,France,2025-10-09,12.36,October,2025
REC-992067,11794,Monster Munch Salé,IntersnackMonster MunchVico,85 g,France,2025-09-10,11.46,September,2025
REC-985552,5851,La Vicoise saveur sel de mer,Vico,Subjective,France,2026-01-13,19.95,January,2026
REC-232590,12804,Protein bar peanut and chocolate,Nature Valley,40 g,France,2024-03-20,16.3,March,2024
REC-983019,10744,Black Peppercorn Bolli Italian Crackers,Crosta  Mollica,150g,United Kingdom,2025-04-19,9.1,April,2025
REC-848021,11603,Malt Lunchbox Loaves,Soreen,Subjective,United States Of America,2024-10-08,10.16,October,2024
REC-244388,9790,Mini delice amandes,Aiguebelle,Subjective,Morocco,2025-02-27,13.64,February,2025
REC-736476,12032,Granola l'original,Notknown,225g,France,2025-06-30,5.55,June,2025
REC-375103,10120,Belvita petit déjeuner goût noisette et chocolat,Belvita LU,400 g,France,2026-01-17,13.66,January,2026
REC-978721,12600,Délichoc Noir,Delacre,150 g,France,2026-01-27,11.58,January,2026
REC-857909,12918,Dunkle Voll-Nuss,RITTER SPORT,100 g,Austria,2026-01-01,13.15,January,2026
REC-428280,13347,CRUNCHY SAVOURY WHOLEWHEAT STICKS,Notknown,200g,France,2024-10-15,9.35,October,2024
REC-873211,5619,Sweet Chilli flavour wholegrain snack,Notknown,150 g,France,2025-11-30,13.97,November,2025
REC-177177,10152,Sea salted potato crisps,Notknown,150 g,France,2024-07-08,2.26,July,2024
REC-797863,8408,Wafers Bfb Hazelnut,Balconi,225 g,France,2024-07-03,13.6,July,2024
REC-915342,13747,Molinetti,BarillaMulino Bianco,800,France,2024-10-03,19.51,October,2024
REC-491921,7451,Milka,Milka,100 g,France,2024-06-17,2.65,June,2024
REC-776142,9817,Petites Madeleines -30% de sucres,St Michel,400 g,France,2024-07-15,7.12,July,2024
REC-237622,9075,Mars,Mars Mars Wrigley,51 g,France,2024-03-13,17.6,March,2024
REC-603374,6811,LOTUS BISCOFF Speculoos Fourré - Crème saveur Chocolat - 150g,Lotus,150 g,Czech Republic,2024-04-19,3.98,April,2024
REC-405563,10268,Snack a jacks mini,Snackajacks,19 g,Ireland,2025-07-26,22.98,July,2025
REC-805265,7363,Mikado Chocolat au lait,LU,100g,France,2024-06-19,4.48,June,2024
REC-725940,6421,Amandes grillées salées,Alesto,150g,Czech Republic,2024-06-16,13.57,June,2024
REC-112319,12789,Excellence Noir Sésame Grillé,Lindt  Sprngli,100 g,France,2025-01-14,9.46,January,2025
REC-479833,12559,Prince Goût Vanille,Lu,300 g,France,2024-07-10,11.77,July,2024
REC-863427,7692,Pringles original,Pringles,195 g,France,2026-01-26,13.04,January,2026
REC-172842,8697,Savane chocolat,Brossard,210 g,France,2024-10-21,17.08,October,2024
REC-643647,7739,Kafferep,IKEA,600g,France,2025-10-12,11.71,October,2025
REC-272358,10338,Sea Salt & Crushed Black Peppercorns,Kettle Chips,Subjective,United Kingdom,2025-03-01,10.36,March,2025
REC-352735,12195,Snickers (5 Stück à 50 g,Mars Incorporated,50g,France,2024-05-06,11.08,May,2024
REC-781612,10982,Weiße Schokolade,Fin Carr lidl Lidl Fin Carr,100g,France,2024-10-07,21.22,October,2024
REC-977968,14985,SNACK POPPÉ,TOO GOOD,85g,France,2025-04-21,17.87,April,2025
REC-174568,10736,Madeleines Longues Marbrées chocolat,Le Ster,Subjective,France,2025-10-04,13.18,October,2025
REC-346543,8496,LOTUS DINOSAURUS Original Chocolat 225g (4x3p,Lotus,225 g,France,2024-07-14,8.26,July,2024
REC-411714,6068,Galletas Chocolate Rebuenas,Hacendado,500 g,Morocco,2025-03-16,18.37,March,2025
REC-373915,8431,Tagada,Haribo,Subjective,France,2024-12-28,8.32,December,2024
REC-247713,14552,PAIN AU LAIT BIO PASQUIER,Brioche Pasquier,4 pcs,France,2024-11-05,10.0,November,2024
REC-127715,8125,G RICOLA CITRON MELISSE,Ricola,50 g,France,2025-06-19,2.93,June,2025
REC-263705,12021,Wasa tartine croustillante sensation aux graines de chia & touche de sel 245g,Wasa,245 g,France,2024-11-05,11.51,November,2024
REC-723202,11319,BREAKSTA Tiffany,wafer sandwich,26g,Morocco,2025-09-16,8.6,September,2025
REC-647565,10431,Tube caramel beurre salé,Rgilait,300 g,France,2024-04-24,23.57,April,2024
REC-196679,10288,Frusli Juicy Blueberries Chewy Cereal Bars 6 x (180g,Jordans,30 g,France,2024-08-19,4.82,August,2024
REC-952086,11647,Mini Bites Quinoa & Chía,Gulln,250 g,France,2025-08-29,21.84,August,2025
REC-361666,6019,L'extra craquante nature,Vico,150 g,France,2024-09-19,11.0,September,2024
REC-799310,5974,Cashew Butter + Pure Vanilla Bean Dark Chocolate,Hu,60g,United Kingdom,2025-04-30,8.93,April,2025
REC-404436,12293,Crunchy,Bjorg,150 g,France,2025-08-11,13.29,August,2025
REC-383318,7857,the ORIGINAL CRACKER,RITZ,Subjective,United Kingdom,2025-08-20,1.1,August,2025
REC-850125,7216,Muesli Bars Chocolate,Crownfield,8x25 gram,Bulgaria,2024-07-07,10.24,July,2024
REC-619056,12401,Dunkle Ganze Mandel,Fin carr Lidl,200 g,France,2024-12-20,1.55,December,2024
REC-630599,5081,Cake aux Fruits - Tranché,Lidl Sondey,300 g,France,2024-05-10,16.18,May,2024
REC-766752,10102,Galettes Pur Beurre,Bonne Maman,170 g,France,2024-09-15,14.57,September,2024
REC-768004,5802,Le Palet pur beurre,La Mre Poulard,125 g,France,2025-02-08,17.63,February,2025
REC-579857,8304,Les craquantes blé complet,Notknown,250 g,France,2025-11-06,16.74,November,2025
REC-271727,10870,Muesli CroustillantNoix,Auchan,0.45 kg,France,2024-08-18,9.39,August,2024
REC-684920,10199,Celebrations,MARS,Subjective,Belgium,2025-02-24,19.54,February,2025
REC-687235,10476,Wafers Cocoa,Balconi,45 g,France,2025-08-03,6.55,August,2025
REC-161215,13919,Protein Bar Cookie & Cream Flavour,Ironmaxx Nutrition GmbH  Co,45 g,France,2025-09-06,14.13,September,2025
REC-773229,7829,Gourmet Sea Salt Savoury crackers,Aldi,185 g,Ireland,2025-10-08,2.78,October,2025
REC-126095,7493,Love Corn Salt & Vinegat,Love Corn,Subjective,United Kingdom,2025-06-25,2.08,June,2025
REC-266437,8787,Cream crackers,By sainsburys,300g,France,2025-09-24,3.71,September,2025
REC-243011,8446,Blueberry & Honey Porridge Oat Bars,Stoats,4 x 42 g,France,2025-06-27,4.41,June,2025
REC-539546,5522,Biscuit filled with hazelnut spread with cocoa,nutella,193.2g,Bulgaria,2025-01-12,11.59,January,2025
REC-825570,14151,hula hoops original,KP Snacks,6X24g,United Kingdom,2025-08-07,4.61,August,2025
REC-543821,7789,Ritz Crackers Original 200 g,Mondelez,200g,Germany,2025-04-29,24.5,April,2025
REC-608252,13403,Berry Delight Fruit & Nut Bar,Nakd,35 g,United Kingdom,2025-10-11,1.78,October,2025
REC-437414,11696,"Chocolat Noir 72%, Collection Pure",Villars,Subjective,Croatia,2024-08-14,15.42,August,2024
REC-348410,8367,NESTLE DESSERT Lait,Nestl,170 g,Canada,2025-08-07,1.05,August,2025
REC-294915,10211,BelVita - Petit déjeuner Tartiné,LU,250g,Belgium,2025-03-15,19.49,March,2025
REC-848362,12458,Nature valley crunchy,Notknown,10 Barres,France,2025-05-19,4.11,May,2025
REC-478427,5222,Proper corn sea salt,Proper,6 x 10g,United Kingdom,2026-01-04,8.32,January,2026
REC-397645,7667,Pringles Hot & Spicy,Pringles,175 g,France,2025-10-02,10.62,October,2025
REC-298198,13206,Single Estate Venezuelan Dark clChocolate,Sainsburys taste the difference,100 g,United Kingdom,2024-12-30,19.05,December,2024
REC-999488,10754,بريك,Tiffany,12,Saudi Arabia,2025-04-27,7.87,April,2025
REC-567142,13819,Mint Intense Dark Chocolate,Lindt,100g,Ireland,2025-03-04,4.85,March,2025
REC-748415,6826,Kinder DUO,KinderFerrero,150 g,France,2025-06-06,16.51,June,2025
REC-212845,10753,Joyfuel Chocolat au Lait & Cookie Dough,Joyfuel,55g,France,2025-09-11,2.84,September,2025
REC-995013,9725,Doritos,Notknown,230g,United Kingdom,2024-11-08,19.01,November,2024
REC-240403,6000,Milka chocolate Hazelnuts,Milka,100 g,Austria,2024-10-05,5.81,October,2024
REC-843539,6886,Ovomaltine barres,Ovomaltine,100g,Belgium,2024-12-31,8.9,December,2024
REC-732172,6239,Pépito Croc sablé goût choco,Notknown,294g,France,2025-01-23,5.8,January,2025
REC-389392,11439,Digestive fibra,Notknown,400g.,Spain,2024-03-13,14.53,March,2024
REC-318511,8248,Galletas María Dorada,Hacendado,800 g,Spain,2025-09-12,16.33,September,2025
REC-188620,6736,Chocolate negro,HACENDADO,200 g,Portugal,2025-08-06,12.52,August,2025
REC-392757,12858,Frischei-Waffeln,Confiserie Firenze Kuchenzauber Lidl Kuchenzauber,Subjective,Bulgaria,2025-01-13,18.11,January,2025
REC-351418,10336,Breaktime,Tiffany,13g,Qatar,2025-02-09,8.75,February,2025
REC-930683,11117,Barbeque,Pringles,12,France,2024-11-17,24.2,November,2024
REC-383420,5927,Bahlsen,Bahlsen,Subjective,United Kingdom,2025-09-02,12.06,September,2025
REC-252402,10961,Nappés intenses Eclats de fèves de cacao,Bjorg,Subjective,France,2026-01-03,23.93,January,2026
REC-959878,12237,Oats 'N Honey Granola Bars,Notknown,1.49oz (42 g,France,2025-08-18,1.35,August,2025
REC-320838,5258,Biscuit saveur vanille citron,Gerlina Ma Pause Gerlina,156g,France,2025-11-02,4.63,November,2025
REC-114796,9377,Tablette BIO dégustation Chocolat noir - 100g,Ivoria,100 g,France,2025-09-23,23.83,September,2025
REC-620781,13762,pain des fleurs sarrasin,Le pain des fleurs,150 g,Belgium,2025-07-28,23.99,July,2025
REC-758527,14701,Chocolat noir 85% cacao,Marque Repre Equador,100 g,France,2025-02-24,21.8,February,2025
REC-785583,9688,Kinder Maxi,Ferrero,10 x 21g,Austria,2024-05-25,15.11,May,2024
REC-675659,6785,Délices au Caramel,Lightbody,320 g,France,2025-04-15,24.24,April,2025
REC-513061,10459,lindt,Notknown,100g,United Kingdom,2024-08-20,2.29,August,2024
REC-461910,14376,Manchego & Green Olive,Manomasa,140g,United Kingdom,2026-02-04,1.66,February,2026
REC-418209,9355,"Butternut squash, tomato & basil Falafel",Aldi,200 g,United Kingdom,2024-06-21,15.28,June,2024
REC-989169,6549,Pepito lu pépite choco,LUMondelez,150 g,France,2025-09-05,19.89,September,2025
REC-895504,11467,G HARIBO CROCO,Haribo,Subjective,France,2024-12-08,12.76,December,2024
REC-221525,9733,La Grande Galette pur beurre,Notknown,135 g,France,2024-02-05,7.35,February,2024
REC-664894,11162,Navettes au beurre frais et à la crème fraîche,La Fourne Dore,400 g,France,2025-05-29,11.87,May,2025
REC-215902,7515,Banana Lunchbox Loaves,Soreen,Subjective,France,2024-04-26,7.68,April,2024
REC-682987,11767,Protein Flapjack Cocoa Oat,TREK,50 g,France,2024-09-16,16.7,September,2024
REC-465696,11796,Kinder Chocolate,Kinder,Subjective,Algeria,2025-06-29,3.29,June,2025
REC-247274,12831,Macine mb 350g int. eu,BarillaMulino Bianco,350 g,France,2025-10-18,22.97,October,2025
REC-327334,5940,Sweet & saltynut,Nature Valley,30 g,France,2024-06-27,15.3,June,2024
REC-450794,12469,Gâche tranchée,SAVEURS DE NOS RGIONS,500g,France,2024-05-24,19.3,May,2024
REC-480982,6274,Totas,tosfrit,Subjective,France,2024-03-23,20.57,March,2024
REC-606238,10295,Chocolate,Trapa,80 g,Spain,2024-12-13,21.39,December,2024
REC-846159,11811,Fruit Slices APPLE,Go Ahead,Subjective,United Kingdom,2024-09-02,6.29,September,2024
REC-594573,8534,miredina,Mondelez,Subjective,Morocco,2025-12-17,17.29,December,2025
REC-254475,11515,Lulu L'Ourson Chocolat,LUMondelez International,150 g,France,2025-09-08,1.97,September,2025
REC-997609,6579,Sablés sarrasin miel saveur citron,cral bio,132 g,France,2024-09-23,11.55,September,2024
REC-344258,9455,Sweet And Salted Popcorn,Tesco,110g,France,2024-10-12,18.58,October,2024
REC-538715,10760,LOTUS BISCOFF Speculoos Original Pocket Format Familial - 248g (16x2p,Lotus,248 g,France,2024-05-11,14.99,May,2024
REC-732999,9921,BREAKFAST Cocoa with choc chips,belVita,225g,France,2025-09-08,12.53,September,2025
REC-127463,13169,Knoppers Einzelpack,Storck,25 g,Denmark,2025-01-31,24.3,January,2025
REC-196691,7786,Dark chocolate nuts & sea salt,KIND,40g,France,2025-09-27,24.5,September,2025
REC-113479,5718,Tableta chocolate negro,Carrefour BIO,100 g,Belgium,2024-11-12,2.66,November,2024
REC-764198,5365,Lentil Chips,Snackrite,6 x 15 g,United Kingdom,2025-03-17,19.13,March,2025
REC-316744,11025,Lindt lait extra fin,Lindt,Subjective,France,2024-09-27,16.04,September,2024
REC-601543,11146,PiCK UP ! Choco x,Notknown,168 g,France,2024-09-16,20.76,September,2024
REC-204201,6171,Fourré FIGUES,Gerbl,180 gr,France,2024-09-09,21.42,September,2024
REC-316418,14598,curry cauliflower bites,Holland  Barrett,171 g,United Kingdom,2024-06-19,10.02,June,2024
REC-260803,9776,Tartelettes chocolat caramel,Bonne Maman,135g,Belgium,2024-08-11,5.02,August,2024
REC-993869,14044,Chips Craquante Sel Brets,Brets,125 g ℮,France,2024-07-27,23.05,July,2024
REC-104547,9830,Hanuta 10er-Pack,Ferrero,220 g (10 x 22 g,France,2025-02-12,15.14,February,2025
REC-437468,9108,Onduladas campesinas,Risi,Subjective,Morocco,2025-07-01,20.42,July,2025
REC-868294,10244,Sweet & Salty Popped Crisps,Popworks,85g,Ireland,2025-11-13,19.41,November,2025
REC-992864,10746,chipsfrisch ungarisch,funnyfrisch,150g,Germany,2025-07-01,6.39,July,2025
REC-955523,8057,Noir,Biocoop,100 g,France,2024-02-24,16.04,February,2024
REC-218768,6370,Matin Chocolat,Notknown,200 g,France,2024-02-21,22.75,February,2024
REC-382273,6367,MACARONI CHEESE WITH BACON,WOOLWORTHS FOOD,200 g (8 x 25 g,Bulgaria,2025-04-10,18.36,April,2025
REC-346482,14372,Véritable petit beurre,Notknown,25 g,Belgium,2024-04-18,20.4,April,2024
REC-408869,7478,Le palmier,Bjorg,100 g,France,2025-06-21,9.72,June,2025
REC-609749,13831,Fourrés goût citron,Bjorg,225 g,France,2024-06-04,23.43,June,2024
REC-518995,11640,Nicaragua grand cru waslala,Notknown,100 g,France,2025-03-02,1.33,March,2025
REC-294094,9642,Dessert,Aiguebelle,Subjective,France,2025-03-31,10.89,March,2025
REC-236778,6005,tentation croque lait aux noisettes suprêmes,Aiguebelle,Subjective,France,2024-07-07,12.5,July,2024
REC-679537,7701,REGAÑA,Hacendado,250 gramos,Romania,2025-04-28,19.89,April,2025
REC-504192,9185,Galleta dorada,Gulln,Subjective,France,2024-07-29,11.36,July,2024
REC-884903,7594,Tortilla Chips,Stockwell  Co,Subjective,United Kingdom,2024-09-20,19.56,September,2024
REC-120400,11836,Wholegrain Ryvita Crackerbread,Ryvita,125 g,United Kingdom,2025-02-25,20.12,February,2025
REC-742848,14075,Sablés Pavot Coco,Notknown,132 g,France,2025-02-14,17.98,February,2025
REC-993045,11096,Choco Tablet Zero sin Azúcares,Anturios,150g,Morocco,2025-08-17,17.7,August,2025
REC-276484,5450,Extra Dark 85% Cocoa,Fin CarrLidl,100 g,Belgium,2025-10-15,21.94,October,2025
REC-380641,6676,Donut,Be,50g,Mexico,2024-03-07,1.21,March,2024
REC-298768,6956,Melty - Be,Be,40g,Morocco,2024-04-08,20.37,April,2024
REC-173877,11980,,Notknown,Subjective,Morocco,2024-02-23,21.29,February,2024
REC-900752,9555,Digestive sin azúcares,Gulln,400 g,Spain,2024-07-04,1.0,July,2024
REC-234370,8993,Chocolat Noir Amande et Écorces d'Orange,lidl jd gross,125g,France,2024-08-20,4.58,August,2024
REC-302639,14765,Gaufrettes saveur Cacao,Brun Mondelez,146 g ℮,France,2024-05-30,21.72,May,2024
REC-392128,8230,Brioche tressée pépites de chocolat,Pasquier,630 g,France,2024-05-26,9.52,May,2024
REC-332397,10763,Mon Chéri,Mon Chri,157 g,France,2024-10-26,2.0,October,2024
REC-834378,9927,Anglesey sea salt crisps,Pipers,150 g,France,2025-10-24,13.22,October,2025
REC-610291,6868,Chocolat Dessert Noir,Aiguebelle,175g,France,2025-06-03,23.2,June,2025
REC-582086,8981,Milka Choco Mini Stars,Milka,150g,Bulgaria,2025-08-26,23.81,August,2025
REC-137989,8808,Choco wafer,MilkaMondelez,180 g,France,2025-07-24,16.73,July,2025
REC-664778,11341,Pelotazos,CheetosPepsiCo,130 g,Portugal,2025-01-30,17.13,January,2025
REC-710479,7970,Eat Natural Bar Peanut&Chocolate 45g,Eat Natural Handl norway as,45g,France,2024-02-29,14.94,February,2024
REC-800626,5120,KIDDYLICIOUS Veggie Straws - saveur Légumes - 48g (4x12g,Kiddylicious,48 g,France,2024-12-04,7.79,December,2024
REC-476792,10960,Barquillos Chocolate Zero sin azúcares,Gulln,60g,Morocco,2025-01-04,13.46,January,2025
REC-659487,5267,Mini cheddars,Notknown,Subjective,United Kingdom,2024-11-21,21.51,November,2024
REC-436451,5050,Barres de céréales fraises et framboises x,Crownfield,"124,8 g",France,2025-06-24,1.48,June,2025
REC-668201,14522,Oatcakes - Organic,Nairns,250 g,France,2025-10-23,21.37,October,2025
REC-559769,9717,Multigrain Crackers,Rivercote LIDL,170g,France,2025-03-28,11.18,March,2025
REC-163843,7058,Mélange de noix et pistaches,Alesto,200g,Bulgaria,2024-06-11,5.69,June,2024
REC-389627,7968,Petit écolier tendre coeur au lait,LUMondelez international,120 g,France,2025-05-10,15.77,May,2025
REC-291625,9280,Tartines de Pain multi-céréales,Pasquier,240 g,France,2025-01-16,3.97,January,2025
REC-460105,9017,Chocolat noir 72% cacao,Marque Repre Equador,Subjective,France,2024-06-08,18.01,June,2024
REC-111592,12951,Chocolat Noir 95% Togo,Alter Eco,90 g e,France,2024-09-29,8.08,September,2024
REC-965114,7928,Maltesers 175g,MALTESERS,175g,Algeria,2024-11-10,3.1,November,2024
REC-143795,12084,Sweet & Salty Popcorn,Propercorn,30 g,France,2024-10-22,7.0,October,2024
REC-327611,14977,Caprice,Papadopoulos,115g,Bulgaria,2025-02-06,20.17,February,2025
REC-663235,14945,Horno Al punto de sal,LaysPepsiCo,150 g,Italy,2025-07-30,21.66,July,2025
REC-216026,13503,Snack Pipas,Anitin,166 g,Spain,2025-05-15,19.74,May,2025
REC-755317,12628,Sour Cream & Onion Potato Chips,Popchips,85g,United Kingdom,2024-10-25,12.84,October,2024
REC-981342,9462,Crêpes Chocolat,Whaou,8 crêpes🥞,France,2024-06-05,2.36,June,2024
REC-710952,10977,Savoury Crackers,Savour Bakes,200 g,United Kingdom,2024-02-22,21.86,February,2024
REC-507409,5862,Major,SADA,Subjective,Morocco,2025-03-18,15.89,March,2025
REC-977027,11506,Clorets,Clorets,Subjective,Morocco,2025-11-07,4.26,November,2025
REC-645017,5017,Ready Salted Grab Bag Crisps,Walkers,45 g,United Kingdom,2024-09-20,12.01,September,2024
REC-651702,8050,Digestive,Notknown,400 g,Croatia,2024-10-10,7.31,October,2024
REC-534429,13627,Erdnüsse geröstet & gesalzen,ltje,180g,Austria,2026-01-20,8.42,January,2026
REC-247463,5655,Choco Tom gaufrettes,Tom,100 g,Tunisia,2025-10-17,2.12,October,2025
REC-789412,11990,Sablés beurré nantais,LU Mondelez International,130 g,France,2025-11-24,16.52,November,2025
REC-999404,14703,Grany Fraise & Framboise,Lu,108 g,France,2025-10-22,11.64,October,2025
REC-130511,6344,Laus nature,Lays Lays PepsiCo,Subjective,France,2025-02-09,7.02,February,2025
REC-917059,12881,D's Bugles goût nature,Ds Bugles BENENUTS LAYS Lays,85 g,France,2025-02-14,5.19,February,2025
REC-183053,6705,"Gerblé - Choco Hazelnut Filled Cake, 200g (7.1oz",Gerbl,200 g,France,2025-09-03,8.48,September,2025
REC-511759,7039,Galette Épeautre Son d'Avoine,Bjorg,Subjective,France,2025-05-07,14.72,May,2025
REC-974820,9615,Pain d'Épices au Miel,Brossard,350 g,France,2024-08-30,15.66,August,2024
REC-624871,13121,barbeque flavour popped potato snacks,popchips,85 g,France,2025-05-21,23.22,May,2025
REC-161412,6432,Original Oreo,Oreo,352g,Belgium,2025-10-24,5.2,October,2025
REC-507617,10369,Takis Fuego 90g,Notknown,90g,Morocco,2025-12-05,17.94,December,2025
REC-583819,12795,Cacahuètes grillées sans sel ajouté.,Carrefour,200 g,Belgium,2025-04-01,18.06,April,2025
REC-386157,7846,Le Petit Beurre,LU,167 g,United Kingdom,2025-01-18,11.23,January,2025
REC-814427,14101,Pringles Salt & Vinegar,Pringles,185g,Germany,2024-08-16,12.39,August,2024
REC-816700,9477,Jelly Snakes,THE NATURAL CONFECTIONERY CO,130g,Switzerland,2025-02-08,10.41,February,2025
REC-837125,9228,Madeleine,Bonne Maman,175 g,France,2025-10-15,5.7,October,2025
REC-185893,7422,POULAIN NOIR EXTRA 200G,Poulain,200 g,France,2024-02-09,6.39,February,2024
REC-475215,14944,Snack a Jacks Caramel Rice Cakes,SnackAJacks,159 g,France,2024-06-15,20.09,June,2024
REC-527082,10476,Jacobs Savours Salt And Black Pepper Bakes,Jacobs,200 g,France,2025-04-01,4.02,April,2025
REC-943230,8023,Dark Chocolate 85% Cocoa,Notknown,80 g,Romania,2025-11-19,21.91,November,2025
REC-887106,13893,Gran cereale croccante con riso,Gran cereale,230 g.,France,2025-03-05,16.76,March,2025
REC-475078,5189,Chocolate 85% Cacao 0% Azúcares Añadidos,Valor,100 g,Bolivia,2025-08-05,22.9,August,2025
REC-240162,8735,Mini cracker,Gulln,350 g,France,2025-05-30,1.39,May,2025
REC-779048,13269,Biscuits à l'orange Orange et au graines de Chia,Gerbl Gerbl Bio,132 g,France,2024-06-15,8.76,June,2024
REC-375336,10650,Cashews roasted & salted,Alesto,150 g,Bulgaria,2025-09-29,11.44,September,2025
